 ,Label,Circ.,AR,Round,Solidity
412,arabidopsis_118.jpg,0.413,2.332,0.429,0.865
413,arabidopsis_119.jpg,0.435,2.106,0.475,0.943
414,arabidopsis_12.jpg,0.509,2.142,0.467,0.887
415,arabidopsis_120.jpg,0.524,2.318,0.431,0.969
416,arabidopsis_121.jpg,0.390,2.268,0.441,0.870
417,arabidopsis_122.jpg,0.392,2.300,0.435,0.877
418,arabidopsis_123.jpg,0.405,2.511,0.398,0.878
419,arabidopsis_124.jpg,0.441,2.104,0.475,0.866
420,arabidopsis_125.jpg,0.325,3.221,0.310,0.775
421,arabidopsis_126.jpg,0.531,2.358,0.424,0.946
422,arabidopsis_127.jpg,0.417,2.912,0.343,0.962
423,arabidopsis_128.jpg,0.396,2.811,0.356,0.896
424,arabidopsis_129.jpg,0.474,2.501,0.400,0.933
425,arabidopsis_13.jpg,0.361,4.069,0.246,0.905
426,arabidopsis_130.jpg,0.506,2.388,0.419,0.949
427,arabidopsis_131.jpg,0.367,3.262,0.307,0.894
428,arabidopsis_132.jpg,0.332,2.404,0.416,0.864
429,arabidopsis_133.jpg,0.413,2.724,0.367,0.908
430,arabidopsis_134.jpg,0.354,2.769,0.361,0.877
431,arabidopsis_135.jpg,0.450,2.674,0.374,0.951
432,arabidopsis_136.jpg,0.515,2.545,0.393,0.943
433,arabidopsis_137.jpg,0.452,2.437,0.410,0.933
434,arabidopsis_138.jpg,0.447,2.215,0.451,0.899
435,arabidopsis_139.jpg,0.346,3.027,0.330,0.882
436,arabidopsis_14.jpg,0.495,2.492,0.401,0.910
437,arabidopsis_140.jpg,0.426,2.341,0.427,0.905
438,arabidopsis_141.jpg,0.430,2.526,0.396,0.905
439,arabidopsis_142.jpg,0.356,2.458,0.407,0.830
440,arabidopsis_143.jpg,0.440,2.409,0.415,0.912
441,arabidopsis_144.jpg,0.425,3.072,0.325,0.887
442,arabidopsis_145.jpg,0.339,2.882,0.347,0.864
443,arabidopsis_146.jpg,0.317,3.362,0.297,0.886
444,arabidopsis_147.jpg,0.434,2.473,0.404,0.911
445,arabidopsis_148.jpg,0.489,1.814,0.551,0.867
446,arabidopsis_149.jpg,0.274,3.626,0.276,0.793
447,arabidopsis_15.jpg,0.362,3.251,0.308,0.895
448,arabidopsis_150.jpg,0.407,2.626,0.381,0.885
449,arabidopsis_151.jpg,0.410,2.619,0.382,0.904
450,arabidopsis_152.jpg,0.443,2.546,0.393,0.935
451,arabidopsis_153.jpg,0.472,2.809,0.356,0.955
452,arabidopsis_154.jpg,0.575,2.199,0.455,0.964
453,arabidopsis_155.jpg,0.347,2.773,0.361,0.886
454,arabidopsis_156.jpg,0.423,2.594,0.385,0.913
455,arabidopsis_157.jpg,0.396,2.689,0.372,0.906
456,arabidopsis_158.jpg,0.402,2.693,0.371,0.893
457,arabidopsis_159.jpg,0.445,3.258,0.307,0.944
458,arabidopsis_16.jpg,0.332,3.545,0.282,0.880
459,arabidopsis_160.jpg,0.545,2.381,0.420,0.941
460,arabidopsis_161.jpg,0.247,3.698,0.270,0.813
461,arabidopsis_162.jpg,0.310,3.293,0.304,0.873
462,arabidopsis_163.jpg,0.234,2.624,0.381,0.847
463,arabidopsis_164.jpg,0.331,3.734,0.268,0.884
464,arabidopsis_165.jpg,0.219,4.375,0.229,0.809
465,arabidopsis_166.jpg,0.215,3.834,0.261,0.680
466,arabidopsis_167.jpg,0.453,2.371,0.422,0.888
467,arabidopsis_168.jpg,0.200,3.448,0.290,0.578
468,arabidopsis_169.jpg,0.395,3.501,0.286,0.959
469,arabidopsis_17.jpg,0.344,2.978,0.336,0.820
470,arabidopsis_170.jpg,0.436,2.746,0.364,0.912
471,arabidopsis_171.jpg,0.602,2.082,0.480,0.954
472,arabidopsis_172.jpg,0.385,2.436,0.411,0.838
473,arabidopsis_173.jpg,0.429,2.875,0.348,0.943
474,arabidopsis_174.jpg,0.379,3.494,0.286,0.882
475,arabidopsis_175.jpg,0.323,3.072,0.325,0.885
476,arabidopsis_176.jpg,0.176,4.706,0.213,0.595
477,arabidopsis_177.jpg,0.299,2.650,0.377,0.782
478,arabidopsis_178.jpg,0.339,2.700,0.370,0.802
479,arabidopsis_179.jpg,0.409,3.004,0.333,0.900
480,arabidopsis_18.jpg,0.375,3.445,0.290,0.884
481,arabidopsis_180.jpg,0.268,2.850,0.351,0.832
482,arabidopsis_181.jpg,0.232,4.449,0.225,0.807
483,arabidopsis_182.jpg,0.340,2.985,0.335,0.832
484,arabidopsis_183.jpg,0.409,3.252,0.308,0.898
485,arabidopsis_184.jpg,0.418,3.203,0.312,0.921
486,arabidopsis_185.jpg,0.225,3.827,0.261,0.756
487,arabidopsis_186.jpg,0.229,2.941,0.340,0.783
488,arabidopsis_187.jpg,0.281,2.895,0.345,0.788
489,arabidopsis_188.jpg,0.182,3.803,0.263,0.507
490,arabidopsis_189.jpg,0.276,3.724,0.268,0.843
491,arabidopsis_19.jpg,0.343,3.256,0.307,0.856
492,arabidopsis_190.jpg,0.376,3.143,0.318,0.862
493,arabidopsis_191.jpg,0.250,2.857,0.350,0.667
494,arabidopsis_192.jpg,0.201,3.717,0.269,0.657
495,arabidopsis_193.jpg,0.311,2.453,0.408,0.776
496,arabidopsis_194.jpg,0.373,2.700,0.370,0.841
497,arabidopsis_195.jpg,0.247,4.595,0.218,0.763
498,arabidopsis_196.jpg,0.239,4.234,0.236,0.776
499,arabidopsis_197.jpg,0.422,2.742,0.365,0.883
500,arabidopsis_198.jpg,0.203,2.538,0.394,0.761
501,arabidopsis_199.jpg,0.183,4.895,0.204,0.700
502,arabidopsis_2.jpg,0.372,3.157,0.317,0.847
503,arabidopsis_20.jpg,0.225,3.574,0.280,0.824
504,arabidopsis_200.jpg,0.185,4.304,0.232,0.670
505,arabidopsis_201.jpg,0.255,4.175,0.240,0.887
506,arabidopsis_202.jpg,0.313,4.092,0.244,0.875
507,arabidopsis_203.jpg,0.217,3.753,0.266,0.664
508,arabidopsis_204.jpg,0.263,3.235,0.309,0.773
509,arabidopsis_205.jpg,0.256,3.365,0.297,0.845
510,arabidopsis_206.jpg,0.195,3.980,0.251,0.696
511,arabidopsis_207.jpg,0.158,5.029,0.199,0.722
512,arabidopsis_208.jpg,0.226,3.725,0.268,0.745
513,arabidopsis_209.jpg,0.214,4.497,0.222,0.661
514,arabidopsis_21.jpg,0.272,3.548,0.282,0.780
515,arabidopsis_210.jpg,0.248,4.555,0.220,0.795
516,arabidopsis_211.jpg,0.233,4.937,0.203,0.835
517,arabidopsis_212.jpg,0.254,4.870,0.205,0.814
518,arabidopsis_213.jpg,0.319,3.521,0.284,0.862
519,arabidopsis_214.jpg,0.244,5.260,0.190,0.800
520,arabidopsis_215.jpg,0.363,3.192,0.313,0.891
521,arabidopsis_216.jpg,0.287,2.574,0.388,0.733
522,arabidopsis_217.jpg,0.165,5.773,0.173,0.666
523,arabidopsis_218.jpg,0.187,5.019,0.199,0.676
524,arabidopsis_219.jpg,0.200,4.628,0.216,0.750
525,arabidopsis_22.jpg,0.299,3.446,0.290,0.848
526,arabidopsis_220.jpg,0.222,4.115,0.243,0.731
527,arabidopsis_221.jpg,0.261,4.648,0.215,0.773
528,arabidopsis_222.jpg,0.284,3.647,0.274,0.877
529,arabidopsis_223.jpg,0.399,2.945,0.340,0.928
530,arabidopsis_224.jpg,0.170,5.224,0.191,0.653
531,arabidopsis_225.jpg,0.258,4.134,0.242,0.842
532,arabidopsis_226.jpg,0.210,4.239,0.236,0.803
533,arabidopsis_227.jpg,0.316,3.330,0.300,0.848
534,arabidopsis_228.jpg,0.271,2.954,0.339,0.809
535,arabidopsis_229.jpg,0.200,3.818,0.262,0.724
536,arabidopsis_23.jpg,0.410,2.588,0.386,0.868
537,arabidopsis_230.jpg,0.184,4.428,0.226,0.691
538,arabidopsis_231.jpg,0.323,3.157,0.317,0.857
539,arabidopsis_232.jpg,0.324,2.436,0.411,0.819
540,arabidopsis_233.jpg,0.329,2.552,0.392,0.837
541,arabidopsis_234.jpg,0.378,2.063,0.485,0.864
542,arabidopsis_235.jpg,0.452,1.720,0.581,0.812
543,arabidopsis_236.jpg,0.582,1.817,0.550,0.913
544,arabidopsis_237.jpg,0.418,2.665,0.375,0.926
545,arabidopsis_238.jpg,0.379,3.007,0.333,0.937
546,arabidopsis_239.jpg,0.427,1.893,0.528,0.840
547,arabidopsis_24.jpg,0.299,3.797,0.263,0.820
548,arabidopsis_240.jpg,0.434,1.790,0.559,0.824
549,arabidopsis_241.jpg,0.182,4.315,0.232,0.807
550,arabidopsis_242.jpg,0.172,4.439,0.225,0.832
551,arabidopsis_243.jpg,0.293,3.069,0.326,0.864
552,arabidopsis_244.jpg,0.170,3.435,0.291,0.565
553,arabidopsis_245.jpg,0.314,2.721,0.368,0.828
554,arabidopsis_246.jpg,0.306,2.771,0.361,0.827
555,arabidopsis_247.jpg,0.345,2.670,0.375,0.910
556,arabidopsis_248.jpg,0.426,2.005,0.499,0.892
557,arabidopsis_249.jpg,0.194,2.825,0.354,0.604
558,arabidopsis_25.jpg,0.414,2.986,0.335,0.903
559,arabidopsis_250.jpg,0.165,2.929,0.341,0.613
560,arabidopsis_251.jpg,0.381,3.511,0.285,0.939
561,arabidopsis_252.jpg,0.300,4.059,0.246,0.902
562,arabidopsis_253.jpg,0.325,1.763,0.567,0.782
563,arabidopsis_254.jpg,0.408,2.506,0.399,0.933
564,arabidopsis_255.jpg,0.460,1.482,0.675,0.864
565,arabidopsis_256.jpg,0.578,1.487,0.673,0.926
566,arabidopsis_257.jpg,0.238,3.303,0.303,0.787
567,arabidopsis_258.jpg,0.285,3.087,0.324,0.863
568,arabidopsis_259.jpg,0.318,3.091,0.324,0.868
569,arabidopsis_26.jpg,0.404,2.422,0.413,0.842
570,arabidopsis_260.jpg,0.281,2.842,0.352,0.782
571,arabidopsis_261.jpg,0.596,1.524,0.656,0.897
572,arabidopsis_262.jpg,0.576,1.544,0.648,0.937
573,arabidopsis_263.jpg,0.283,3.569,0.280,0.793
574,arabidopsis_264.jpg,0.349,2.490,0.402,0.850
575,arabidopsis_265.jpg,0.290,2.969,0.337,0.885
576,arabidopsis_266.jpg,0.334,3.719,0.269,0.892
577,arabidopsis_267.jpg,0.429,2.545,0.393,0.932
578,arabidopsis_268.jpg,0.258,3.640,0.275,0.699
579,arabidopsis_269.jpg,0.268,3.095,0.323,0.737
580,arabidopsis_27.jpg,0.371,2.281,0.438,0.800
581,arabidopsis_270.jpg,0.303,2.907,0.344,0.899
582,arabidopsis_271.jpg,0.293,3.158,0.317,0.786
583,arabidopsis_272.jpg,0.359,3.127,0.320,0.855
584,arabidopsis_273.jpg,0.279,2.918,0.343,0.849
585,arabidopsis_274.jpg,0.178,3.716,0.269,0.709
586,arabidopsis_275.jpg,0.515,1.628,0.614,0.930
587,arabidopsis_276.jpg,0.506,1.714,0.584,0.855
588,arabidopsis_277.jpg,0.496,2.277,0.439,0.932
589,arabidopsis_278.jpg,0.436,2.304,0.434,0.906
590,arabidopsis_279.jpg,0.316,3.263,0.306,0.903
591,arabidopsis_28.jpg,0.315,2.401,0.416,0.737
592,arabidopsis_280.jpg,0.357,3.577,0.280,0.939
593,arabidopsis_281.jpg,0.269,3.706,0.270,0.773
594,arabidopsis_282.jpg,0.409,2.833,0.353,0.897
595,arabidopsis_283.jpg,0.390,2.301,0.435,0.772
596,arabidopsis_284.jpg,0.488,1.903,0.526,0.860
597,arabidopsis_285.jpg,0.530,1.478,0.677,0.892
598,arabidopsis_286.jpg,0.651,1.371,0.729,0.948
599,arabidopsis_287.jpg,0.542,1.753,0.570,0.883
600,arabidopsis_288.jpg,0.395,2.102,0.476,0.821
601,arabidopsis_289.jpg,0.228,3.251,0.308,0.692
602,arabidopsis_29.jpg,0.340,3.216,0.311,0.904
603,arabidopsis_290.jpg,0.195,4.359,0.229,0.588
604,arabidopsis_291.jpg,0.201,3.900,0.256,0.766
605,arabidopsis_292.jpg,0.252,3.401,0.294,0.738
606,arabidopsis_293.jpg,0.334,3.440,0.291,0.887
607,arabidopsis_294.jpg,0.300,3.137,0.319,0.896
608,arabidopsis_295.jpg,0.370,2.842,0.352,0.928
609,arabidopsis_296.jpg,0.270,4.071,0.246,0.801
610,arabidopsis_297.jpg,0.168,3.768,0.265,0.565
611,arabidopsis_298.jpg,0.217,2.917,0.343,0.709
612,arabidopsis_299.jpg,0.448,2.916,0.343,0.912
613,arabidopsis_3.jpg,0.333,3.449,0.290,0.827
614,arabidopsis_30.jpg,0.506,2.456,0.407,0.915
615,arabidopsis_300.jpg,0.357,2.891,0.346,0.884
616,arabidopsis_301.jpg,0.353,2.048,0.488,0.884
617,arabidopsis_302.jpg,0.340,2.347,0.426,0.873
618,arabidopsis_303.jpg,0.394,2.655,0.377,0.944
619,arabidopsis_304.jpg,0.347,2.877,0.348,0.884
620,arabidopsis_305.jpg,0.206,3.025,0.331,0.675
621,arabidopsis_306.jpg,0.229,4.067,0.246,0.734
622,arabidopsis_307.jpg,0.176,2.918,0.343,0.559
623,arabidopsis_308.jpg,0.216,3.088,0.324,0.748
624,arabidopsis_309.jpg,0.290,3.169,0.316,0.749
625,arabidopsis_31.jpg,0.445,2.674,0.374,0.900
626,arabidopsis_310.jpg,0.232,3.017,0.331,0.787
627,arabidopsis_311.jpg,0.298,3.511,0.285,0.908
628,arabidopsis_312.jpg,0.282,3.901,0.256,0.878
629,arabidopsis_313.jpg,0.165,4.001,0.250,0.714
630,arabidopsis_314.jpg,0.175,3.481,0.287,0.692
631,arabidopsis_315.jpg,0.245,4.870,0.205,0.786
632,arabidopsis_316.jpg,0.189,4.940,0.202,0.744
633,arabidopsis_317.jpg,0.323,3.035,0.329,0.906
634,arabidopsis_318.jpg,0.391,2.700,0.370,0.866
635,arabidopsis_319.jpg,0.396,2.067,0.484,0.840
636,arabidopsis_32.jpg,0.491,2.672,0.374,0.924
637,arabidopsis_320.jpg,0.364,2.179,0.459,0.774
638,arabidopsis_321.jpg,0.123,5.156,0.194,0.498
639,arabidopsis_322.jpg,0.147,4.169,0.240,0.610
640,arabidopsis_323.jpg,0.249,2.434,0.411,0.764
641,arabidopsis_324.jpg,0.217,2.977,0.336,0.801
642,arabidopsis_325.jpg,0.298,3.471,0.288,0.865
643,arabidopsis_326.jpg,0.368,2.851,0.351,0.880
644,arabidopsis_327.jpg,0.362,2.366,0.423,0.824
645,arabidopsis_328.jpg,0.499,1.627,0.615,0.889
646,arabidopsis_329.jpg,0.285,3.947,0.253,0.856
647,arabidopsis_33.jpg,0.546,2.366,0.423,0.965
648,arabidopsis_330.jpg,0.310,2.735,0.366,0.777
649,arabidopsis_331.jpg,0.229,5.044,0.198,0.747
650,arabidopsis_332.jpg,0.244,4.793,0.209,0.804
651,arabidopsis_333.jpg,0.392,2.139,0.468,0.869
652,arabidopsis_334.jpg,0.425,2.535,0.395,0.880
653,arabidopsis_335.jpg,0.370,2.517,0.397,0.910
654,arabidopsis_336.jpg,0.414,2.428,0.412,0.904
655,arabidopsis_337.jpg,0.135,5.204,0.192,0.689
656,arabidopsis_338.jpg,0.108,7.149,0.140,0.706
657,arabidopsis_339.jpg,0.151,3.771,0.265,0.551
658,arabidopsis_34.jpg,0.361,2.862,0.349,0.887
659,arabidopsis_340.jpg,0.245,3.913,0.256,0.744
660,arabidopsis_341.jpg,0.334,2.929,0.341,0.890
661,arabidopsis_342.jpg,0.300,2.871,0.348,0.908
662,arabidopsis_343.jpg,0.263,2.605,0.384,0.874
663,arabidopsis_344.jpg,0.394,2.709,0.369,0.942
664,arabidopsis_345.jpg,0.317,3.040,0.329,0.855
665,arabidopsis_346.jpg,0.222,2.868,0.349,0.704
666,arabidopsis_347.jpg,0.258,3.413,0.293,0.720
667,arabidopsis_348.jpg,0.171,3.314,0.302,0.681
668,arabidopsis_349.jpg,0.298,2.459,0.407,0.894
669,arabidopsis_35.jpg,0.277,3.493,0.286,0.794
670,arabidopsis_350.jpg,0.407,2.049,0.488,0.905
671,arabidopsis_351.jpg,0.364,1.988,0.503,0.808
672,arabidopsis_352.jpg,0.526,1.872,0.534,0.906
673,arabidopsis_353.jpg,0.256,2.561,0.391,0.693
674,arabidopsis_354.jpg,0.193,3.283,0.305,0.577
675,arabidopsis_355.jpg,0.242,2.669,0.375,0.744
676,arabidopsis_356.jpg,0.227,3.613,0.277,0.673
677,arabidopsis_357.jpg,0.470,2.886,0.347,0.942
678,arabidopsis_358.jpg,0.372,3.086,0.324,0.878
679,arabidopsis_359.jpg,0.337,1.821,0.549,0.818
680,arabidopsis_36.jpg,0.303,3.715,0.269,0.829
681,arabidopsis_360.jpg,0.531,1.764,0.567,0.922
682,arabidopsis_361.jpg,0.178,4.460,0.224,0.626
683,arabidopsis_362.jpg,0.228,3.869,0.258,0.804
684,arabidopsis_363.jpg,0.256,4.494,0.223,0.829
685,arabidopsis_364.jpg,0.243,3.867,0.259,0.805
686,arabidopsis_365.jpg,0.461,2.789,0.359,0.908
687,arabidopsis_366.jpg,0.365,2.501,0.400,0.839
688,arabidopsis_367.jpg,0.381,2.664,0.375,0.927
689,arabidopsis_368.jpg,0.440,2.850,0.351,0.948
690,arabidopsis_369.jpg,0.119,4.231,0.236,0.602
691,arabidopsis_37.jpg,0.351,3.321,0.301,0.861
692,arabidopsis_370.jpg,0.129,5.020,0.199,0.609
693,arabidopsis_371.jpg,0.159,4.850,0.206,0.654
694,arabidopsis_372.jpg,0.257,2.515,0.398,0.706
695,arabidopsis_373.jpg,0.342,3.129,0.320,0.886
696,arabidopsis_374.jpg,0.294,3.463,0.289,0.935
697,arabidopsis_375.jpg,0.313,3.817,0.262,0.924
698,arabidopsis_376.jpg,0.287,3.713,0.269,0.844
699,arabidopsis_377.jpg,0.222,2.973,0.336,0.593
700,arabidopsis_378.jpg,0.274,2.295,0.436,0.743
701,arabidopsis_379.jpg,0.344,2.676,0.374,0.759
702,arabidopsis_38.jpg,0.358,2.924,0.342,0.900
703,arabidopsis_380.jpg,0.207,1.607,0.622,0.547
704,arabidopsis_381.jpg,0.284,2.842,0.352,0.849
705,arabidopsis_382.jpg,0.256,3.551,0.282,0.842
706,arabidopsis_383.jpg,0.317,2.770,0.361,0.805
707,arabidopsis_384.jpg,0.407,1.992,0.502,0.861
708,arabidopsis_385.jpg,0.200,3.557,0.281,0.810
709,arabidopsis_386.jpg,0.197,2.660,0.376,0.724
710,arabidopsis_387.jpg,0.382,2.323,0.431,0.892
711,arabidopsis_388.jpg,0.384,2.637,0.379,0.858
712,arabidopsis_389.jpg,0.450,2.283,0.438,0.887
713,arabidopsis_39.jpg,0.438,1.988,0.503,0.887
714,arabidopsis_390.jpg,0.416,2.204,0.454,0.856
715,arabidopsis_4.jpg,0.369,3.256,0.307,0.903
716,arabidopsis_40.jpg,0.476,2.086,0.479,0.915
717,arabidopsis_41.jpg,0.434,2.215,0.451,0.922
718,arabidopsis_42.jpg,0.483,2.483,0.403,0.924
719,arabidopsis_43.jpg,0.364,3.087,0.324,0.878
720,arabidopsis_44.jpg,0.350,2.614,0.383,0.848
721,arabidopsis_45.jpg,0.409,2.616,0.382,0.917
722,arabidopsis_46.jpg,0.401,2.354,0.425,0.885
723,arabidopsis_47.jpg,0.233,1.843,0.543,0.873
724,arabidopsis_48.jpg,0.507,2.204,0.454,0.937
725,arabidopsis_49.jpg,0.473,2.432,0.411,0.909
726,arabidopsis_5.jpg,0.481,2.092,0.478,0.887
727,arabidopsis_50.jpg,0.435,2.436,0.410,0.881
728,arabidopsis_51.jpg,0.382,2.929,0.341,0.925
729,arabidopsis_52.jpg,0.321,3.043,0.329,0.874
730,arabidopsis_53.jpg,0.401,2.406,0.416,0.871
731,arabidopsis_54.jpg,0.412,2.501,0.400,0.869
732,arabidopsis_55.jpg,0.350,3.129,0.320,0.880
733,arabidopsis_56.jpg,0.380,3.091,0.323,0.906
734,arabidopsis_57.jpg,0.370,3.177,0.315,0.935
735,arabidopsis_58.jpg,0.327,3.024,0.331,0.810
736,arabidopsis_59.jpg,0.539,2.150,0.465,0.942
737,arabidopsis_6.jpg,0.505,2.304,0.434,0.935
738,arabidopsis_60.jpg,0.401,2.246,0.445,0.867
739,arabidopsis_61.jpg,0.441,2.130,0.469,0.867
740,arabidopsis_62.jpg,0.463,2.397,0.417,0.907
741,arabidopsis_63.jpg,0.438,2.438,0.410,0.907
742,arabidopsis_64.jpg,0.395,2.342,0.427,0.848
743,arabidopsis_65.jpg,0.469,2.377,0.421,0.912
744,arabidopsis_66.jpg,0.434,3.001,0.333,0.936
745,arabidopsis_67.jpg,0.376,2.780,0.360,0.879
746,arabidopsis_68.jpg,0.509,2.369,0.422,0.932
747,arabidopsis_69.jpg,0.359,2.852,0.351,0.922
748,arabidopsis_7.jpg,0.402,2.474,0.404,0.859
749,arabidopsis_70.jpg,0.427,2.471,0.405,0.891
750,arabidopsis_71.jpg,0.351,2.696,0.371,0.883
751,arabidopsis_72.jpg,0.366,2.355,0.425,0.792
752,arabidopsis_73.jpg,0.322,3.407,0.294,0.841
753,arabidopsis_74.jpg,0.389,2.866,0.349,0.923
754,arabidopsis_75.jpg,0.334,3.239,0.309,0.879
755,arabidopsis_76.jpg,0.462,2.532,0.395,0.947
756,arabidopsis_77.jpg,0.540,2.228,0.449,0.953
757,arabidopsis_78.jpg,0.418,2.601,0.384,0.883
758,arabidopsis_79.jpg,0.420,2.551,0.392,0.879
759,arabidopsis_8.jpg,0.421,2.388,0.419,0.870
760,arabidopsis_80.jpg,0.375,3.054,0.327,0.880
761,arabidopsis_81.jpg,0.457,1.961,0.510,0.864
762,arabidopsis_82.jpg,0.456,2.239,0.447,0.894
763,arabidopsis_83.jpg,0.407,2.927,0.342,0.919
764,arabidopsis_84.jpg,0.456,2.254,0.444,0.903
765,arabidopsis_85.jpg,0.364,3.394,0.295,0.878
766,arabidopsis_86.jpg,0.427,2.998,0.334,0.916
767,arabidopsis_87.jpg,0.339,2.983,0.335,0.852
768,arabidopsis_88.jpg,0.410,2.888,0.346,0.892
769,arabidopsis_89.jpg,0.368,2.607,0.384,0.819
770,arabidopsis_9.jpg,0.360,2.755,0.363,0.854
771,arabidopsis_90.jpg,0.264,3.987,0.251,0.788
